"Category","ID","Name (English)","Name (Arabic)","Description (English)","Description (Arabic)","Image Path","Facebook URL","Instagram URL","LinkedIn URL","Telegram URL","Telegram URL (Secondary)","Twitter/X URL","Website URL","WhatsApp URL","YouTube URL"
"Universities","uni-hama","Hama University","جامعة حماة","A public university serving the Hama region","جامعة حكومية تخدم منطقة حماة","images/universities/uni-hama.webp","https://www.facebook.com/aust.hama?mibextid=ZbWKwL",,,,,,,,
"Universities","uni-lattakia","Lattakia University","جامعة اللاذقية","A public university serving the coastal region","جامعة حكومية تخدم المنطقة الساحلية","images/universities/uni-lattakia.webp","https://www.facebook.com/share/1HfqKTAiR7/",,,,,,,,
"Universities","uni-syrian-private","Syrian Private University","الجامعة السورية الخاصة","A leading private university in Syria","إحدى الجامعات الخاصة الرائدة في سوريا","images/universities/uni-syrian-private.webp","https://www.facebook.com/share/1PbUcEv3bj/",,,,,,,,
"Universities","uni-qalamoun-private","Qalamoun Private University","جامعة القلمون الخاصة","A private university in the Qalamoun region","جامعة خاصة في منطقة القلمون","images/universities/uni-qalamoun-private.png","https://www.facebook.com/share/1HjpVqe5q3/",,,,,,,,
"Universities","uni-arab-private","Arab Private University","الجامعة العربية الخاصة","A private university in Hama","جامعة خاصة في حماة","images/universities/uni-arab-private.webp","https://www.facebook.com/aust.hama?mibextid=ZbWKwL",,,,,,,,
"Universities","uni-national-private","National Private University","الجامعة الوطنية الخاصة","A private university in Homs","جامعة خاصة في حمص","images/universities/uni-national-private.webp","https://www.facebook.com/share/1ANGfwVPkH/",,,,,,,,
"Universities","uni-international-private","International Private University","الجامعة الدولية الخاصة","A private university in Damascus","جامعة خاصة في دمشق","images/universities/uni-international-private.webp","https://www.facebook.com/share/1Bmyjssdhz/",,,,,,,,
"Universities","uni-marie-private","Marie Private University","جامعة ماري الخاصة","A private university in Damascus","جامعة خاصة في دمشق","images/universities/uni-marie-private.webp","https://www.facebook.com/share/12L5MKPJgNj/",,,,,,,,
"Universities","uni-islamic","Islamic University","الجامعة الإسلامية","A private Islamic university in Damascus","جامعة إسلامية خاصة في دمشق","images/universities/uni-islamic.webp","https://www.facebook.com/share/15CYofgxcD/",,,,,,,,
"Universities","uni-north-private","North Private University","جامعة الشمال الخاصة","A private university in Aleppo","جامعة خاصة في حلب","images/universities/uni-north-private.webp","https://www.facebook.com/share/15SjNQG7UC/",,,,,,,,
"Universities","uni-sham","Sham University","جامعة الشام","A private university in Damascus","جامعة خاصة في دمشق","images/universities/uni-sham.webp","https://www.facebook.com/share/1BeWdhanEN/",,,,,,,,
"Universities","uni-ebla-private","Ebla Private University","جامعة إيبلا الخاصة","A private university in Idlib","جامعة خاصة في إدلب","images/universities/uni-ebla-private.webp","https://www.facebook.com/share/14eM6N3bQT/",,,,,,,,
"Universities","uni-hawash-private","Hawash Private University","جامعة الحواش الخاصة","A private university in Homs","جامعة خاصة في حمص","images/universities/uni-hawash-private.webp","https://www.facebook.com/share/18hXrfp2Et/",,,,,,,,
"Universities","uni-manara","Manara University","جامعة المنارة","A private university in Damascus","جامعة خاصة في دمشق","images/universities/uni-manara.webp","https://www.facebook.com/share/1BopQj3hi3/",,,,,,,,
"Universities","uni-furat","Al-Furat University","جامعة الفرات","A public university in Deir ez-Zor","جامعة حكومية في دير الزور","images/universities/uni-furat.webp","https://www.facebook.com/AlForatUniversity/",,,,,,"https://alfuratuniv.edu.sy/",,"https://www.youtube.com/channel/UCHjGF_KKpVKWjZUxK2xHbWQ"
"Universities","uni-yarmouk-private","Yarmouk Private University","جامعة اليرموك الخاصة","A private university in Syria","جامعة خاصة في سوريا","images/universities/uni-yarmouk-private.png",,,,,,,"https://ypu.edu.sy",,
"Embassies","emb-kuwait","Syrian Embassy in Kuwait","السفارة السورية في الكويت","The diplomatic mission representing Syria in Kuwait","البعثة الدبلوماسية التي تمثل سوريا في الكويت","images/embassies/emb-kuwait.webp","https://www.facebook.com/share/1BWd8yf98H/",,,,,"https://twitter.com/syrianembassyku",,,
"Embassies","emb-cairo","Syrian Embassy in Cairo","السفارة السورية في القاهرة","The diplomatic mission representing Syria in Egypt","البعثة الدبلوماسية التي تمثل سوريا في مصر","images/embassies/emb-cairo.webp","https://www.facebook.com/share/1BxUg8DbJ6/",,,,,,,,
"Embassies","emb-amman","Syrian Embassy in Amman","السفارة السورية في عمّان","The diplomatic mission representing Syria in Jordan","البعثة الدبلوماسية التي تمثل سوريا في الأردن","images/embassies/emb-amman.webp","https://www.facebook.com/share/17zSAn6Sqx/",,,,,,,,
"Embassies","emb-beirut","Syrian Embassy in Beirut","السفارة السورية في بيروت","The diplomatic mission representing Syria in Lebanon","البعثة الدبلوماسية التي تمثل سوريا في لبنان","images/embassies/emb-beirut.webp","https://www.facebook.com/share/19HEYSYB9C/",,,,,,,,
"Embassies","emb-doha","Syrian Embassy in Doha","السفارة السورية في الدوحة","The diplomatic mission representing Syria in Qatar","البعثة الدبلوماسية التي تمثل سوريا في قطر","images/embassies/emb-doha.webp","https://www.facebook.com/share/16Nj7JkdEj/",,,,,,,,
"Embassies","emb-abu-dhabi","Syrian Embassy in Abu Dhabi","السفارة السورية في أبو ظبي","The diplomatic mission representing Syria in the UAE","البعثة الدبلوماسية التي تمثل سوريا في الإمارات","images/embassies/emb-abu-dhabi.webp","https://www.facebook.com/share/15LfCFDJj6/",,,,,,,,
"Embassies","emb-consulate-dubai","Syrian Consulate in Dubai","القنصلية العامة للجمهورية العربية السورية في دبي","The consular mission representing Syria in Dubai","البعثة القنصلية التي تمثل سوريا في دبي","images/embassies/emb-consulate-dubai.webp","https://www.facebook.com/syrianconsulatedubai",,,,,,,,
"Embassies","emb-riyadh","Syrian Embassy in Riyadh","سفارة الجمهورية العربية السورية في الرياض","The diplomatic mission representing Syria in Saudi Arabia","البعثة الدبلوماسية التي تمثل سوريا في السعودية","images/embassies/emb-riyadh.webp",,,,,,,"https://mofaex.gov.sy/riyadh-embassy/index.php",,
"Embassies","emb-ecsc","Electronic Consular Center","المركز القنصلي الإلكتروني","The electronic platform for consular services","المنصة الإلكترونية للخدمات القنصلية","images/embassies/emb-ecsc.webp",,,,,,,"https://www.ecsc-expat.sy/",,
"Other","other-syrian-civil-defense","Syrian Civil Defense","الدفاع المدني السوري","The national emergency response organization","منظمة الاستجابة للطوارئ الوطنية","images/other/other-syrian-civil-defense.webp",,,,,,"https://twitter.com/SyriaCivilDefe",,,
"Other","other-general-control","General Authority for Control and Inspection","الهيئة العامة للرقابة والتفتيش","The government body responsible for oversight and inspection","الهيئة الحكومية المسؤولة عن الرقابة والتفتيش","images/other/other-general-control.webp","https://www.facebook.com/share/1HVaaJEnLW/",,,,,,,,
"Other","other-alekhbariah","Alekhbariah Syria","الإخبارية السورية","The official news agency of Syria","الوكالة الإخبارية الرسمية في سوريا","images/other/other-alekhbariah.webp",,,,"https://t.me/AlekhbariahSY",,"https://twitter.com/AlekhbariahSY",,,
"Other","other-syrian-red-crescent","Syrian Red Crescent","الهلال الأحمر السوري","The humanitarian organization providing medical and relief services","المنظمة الإنسانية التي تقدم الخدمات الطبية والإغاثية","images/other/other-syrian-red-crescent.png","https://www.facebook.com/share/19J1KBdWbS/",,,,,"https://twitter.com/SYRedCrescent",,,
"Other","other-political-affairs","Political Affairs Administration","إدارة الشؤون السياسية - سوريا","The government body handling political affairs","الهيئة الحكومية المسؤولة عن الشؤون السياسية","images/other/other-political-affairs.webp",,,,,,"https://twitter.com/syriadpa",,,
"Other","other-presidency","Presidency of the Syrian Arab Republic","رئاسة الجمهورية العربية السورية","The official office of the President of Syria","المكتب الرسمي لرئيس الجمهورية العربية السورية","images/other/other-presidency.webp","https://www.facebook.com/PresidencySyria","https://www.instagram.com/sypresidency/",,"https://t.me/SyPresidency","https://t.me/SyrianPrimeMinistryOfficial","https://twitter.com/SyPresidency",,,"https://www.youtube.com/@PresidencySy"
"Other","other-syrian-mission-un","Syrian Mission to UN Geneva","البعثة الدائمة للجمهورية العربية السورية لدى الأمم المتحدة في جنيف","The permanent mission representing Syria at the United Nations in Geneva","البعثة الدائمة التي تمثل سوريا في الأمم المتحدة في جنيف","images/other/other-syrian-mission-un.webp",,,,,,"https://twitter.com/SyriaMissionUN",,,
"Other","other-syrian-borders","General Authority for Land and Sea Ports","الهيئة العامة للمنافذ البرية والبحرية السورية","The government body managing land and sea ports","الهيئة الحكومية المسؤولة عن إدارة المنافذ البرية والبحرية","images/other/other-syrian-borders.webp","https://www.facebook.com/share/1Bj5jtqwoS/",,,,,"https://twitter.com/Syrianborders",,,
"Other","other-civil-aviation","General Authority for Civil Aviation","الهيئة العامة للطيران المدني والنقل الجوي السوري","The government body regulating civil aviation","الهيئة الحكومية المسؤولة عن تنظيم الطيران المدني","images/other/other-civil-aviation.webp","https://www.facebook.com/share/1FikzjEesF/",,,,,"https://twitter.com/AllltyraN",,,
"Other","other-aleppo-airport","Aleppo International Airport","مطار حلب الدولي","The international airport serving Aleppo","المطار الدولي الذي يخدم مدينة حلب","images/other/other-aleppo-airport.webp","https://www.facebook.com/share/1G7ineU8Le/",,,,,,,,
"Other","other-national-quality","National Quality and Accreditation Authority","الهيئة الوطنية للجودة والاعتمادية","The government body ensuring quality standards and accreditation","الهيئة الحكومية المسؤولة عن ضمان معايير الجودة والاعتمادية","images/other/other-national-quality.webp","https://www.facebook.com/share/1BSf9UF7Rp/",,,,,,,,
"Other","other-sana","Syrian Arab News Agency","سانا","The official news agency of Syria","الوكالة الإخبارية الرسمية في سوريا","images/other/other-sana.webp","https://www.facebook.com/syrianarabnews/","https://www.instagram.com/syrianarabnewsagency/",,"https://t.me/SyrianArabNewsAgency",,"https://x.com/SanaAjel","https://sana.sy",,"https://www.youtube.com/syrianarabnewsagency-sana"
"Other","other-syrian-airlines","Syrian Airlines","الخطوط الجوية السورية","The national airline of Syria","الخطوط الجوية الوطنية السورية","images/other/other-syrian-airlines.webp","https://www.facebook.com/share/16TXDg4RNq/",,,,,,,,
"Other","other-central-bank","Central Bank of Syria","مصرف سورية المركزي","The central bank of Syria","البنك المركزي السوري","images/other/other-central-bank.webp","https://www.facebook.com/share/19V3CKAWNb/",,,,,,,,
"Other","other-cham-wings","Cham Wings Airlines","أجنحة الشام للطيران","A private Syrian airline","شركة طيران سورية خاصة","images/other/other-cham-wings.webp","https://www.facebook.com/share/1BVeSkE99G/",,,,,,,,
"Other","other-football-association","Syrian Football Association","الاتحاد السوري لكرة القدم","The governing body of football in Syria","الهيئة الحاكمة لكرة القدم في سوريا","images/other/other-football-association.webp","https://www.facebook.com/share/198vwuWvQ8/",,,,,,,,
"Other","other-caff","Central Authority for Financial Control","الجهاز المركزي للرقابة المالية","The government body responsible for financial oversight","الهيئة الحكومية المسؤولة عن الرقابة المالية","images/other/other-caff.webp",,,,"https://t.me/CAFFControl",,,,,
"Other","other-eclean","E-Clean Foundation","مؤسسة البيئة النظيفة E-Clean","An environmental organization promoting clean initiatives","منظمة بيئية تعزز المبادرات النظيفة","images/other/other-eclean.webp","https://facebook.com/ecleansyy",,,"https://t.me/ecleansy",,,,"https://chat.whatsapp.com/BrPNbETr2O4HYArmKeR7Gm","https://youtube.com/@ecleansy"
"Other","other-syrian-hajj","Syrian Hajj and Umrah Authority","الهيئة السورية للحج والعمرة",,,"images/other/other-syrian-hajj.webp","https://www.facebook.com/syriahaj","https://www.instagram.com/syriahajj/",,"https://t.me/syria_hajj",,,"https://syrianhajj.org",,
"Other","other-damascus-airport","Damascus International Airport","مطار دمشق الدولي",,,"images/other/other-damascus-airport.webp","https://www.facebook.com/profile.php?id=61573866154918",,,,,,,,
"Other","other-general-ports","General Authority for Land and Sea Ports","الهيئة العامة للموانئ",,,"images/other/other-general-ports.webp","https://www.facebook.com/share/1BPCtCT9HD/",,,,,,,,
"Other","other-citizen-service","Electronic Citizen Service Center","مركز خدمة المواطن الإلكتروني","The government platform for electronic citizen services","المنصة الحكومية للخدمات الإلكترونية للمواطنين","images/other/other-citizen-service.webp","https://www.facebook.com/share/1ANwPqF5Am/",,,,,,,,
"Other","other-syrian-telecom","Syrian Telecommunications Company","الشركة السورية للاتصالات","The national telecommunications company of Syria","الشركة الوطنية للاتصالات في سوريا","images/other/other-syrian-telecom.webp","https://www.facebook.com/share/1ADPueMyFf/",,,,,,,,
"Other","other-syrian-railways","Syrian Railways","المؤسسة العامة للخطوط الحديدية السورية","The national railway company of Syria","الشركة الوطنية للسكك الحديدية في سوريا","images/other/other-syrian-railways.webp","https://www.facebook.com/syrianrailways",,,,,,,,
"Other","other-fly-cham","Fly Cham","فلاي شام","A Syrian airline company","شركة طيران سورية","images/other/other-fly-cham.webp","https://www.facebook.com/profile.php?id=61575817032233","https://www.instagram.com/fly.cham",,,,"https://x.com/fly_cham",,,
"Other","other-national-it-services","National Authority for IT Services","الهيئة الوطنية لخدمات تقانة لمعلومات","The national authority responsible for IT services in Syria","الهيئة الوطنية المسؤولة عن خدمات تقانة المعلومات في سوريا","images/other/other-national-it-services.webp","https://www.facebook.com/national.authority.for.it.services",,,,,,,,
"Other","other-transitional-justice","National Authority for Transitional Justice","الهيئة الوطنية للعدالة الانتقالية","The national authority responsible for transitional justice in Syria","الهيئة الوطنية المسؤولة عن العدالة الانتقالية في سوريا","images/other/other-transitional-justice.webp","https://www.facebook.com/SyTransitionalJustice",,,"https://t.me/SyTransitionalJustice",,"https://x.com/SyTransitionalJ",,,"https://youtube.com/@sytransitionalj"
"Other","other-missing-persons","National Authority for Missing Persons","الهيئة الوطنية للمفقودين","The national authority responsible for missing persons in Syria","الهيئة الوطنية المسؤولة عن المفقودين في سوريا","images/other/other-missing-persons.webp","https://www.facebook.com/SyrMissing",,,,,,,,
